imageName,redMean,greenMean,blueMean,imgMean,redStd,greenStd,blueStd,imgStd,redVariation,greenVariation,blueVariation,imgVariation,redEntropy,greenEntropy,blueEntropy,imgEntropy,redKurtosis,greenKurtosis,blueKurtosis,imgKurtosis,redSkew,greenSkew,blueSkew,imgSkew,image_status
image1part3,59.82897569,16.35743056,8.034288194,28.07356481,65.75241787,40.65864915,16.49374738,50.97645351,1.099006244,2.485637888,2.05291956,1.815816903,10.4798697,9.531509932,9.947186005,11.03021321,2.219408423,16.7450032,20.34174775,8.448109602,1.754815181,3.980788296,4.243115329,2.881788854, fire
image25part9,146.2291863,52.89799528,15.78573113,71.63763758,55.54237936,32.48630293,14.72118898,66.81201982,0.379831009,0.614131079,0.932563012,0.932638514,9.661899822,9.54718009,9.302730476,10.40612221,-0.722808059,0.593412029,2.9714864,-0.080807129,0.03142007,0.821966787,1.435409641,0.969077301, fire
image12part15,153.754766,60.38808511,15.55242553,76.5650922,79.0487067,27.75216201,4.326988102,75.23317119,0.514121993,0.459563537,0.278219503,0.98260407,9.922702289,9.967873589,10.02558804,10.74377238,-1.691897579,1.980240696,2.357080524,0.355930214,-0.028028205,1.198998822,0.51240512,1.28894538, fire
image24part9,124.6536,87.7576,76.03,96.14706667,37.5551471,10.39863656,10.31275101,31.15860242,0.301276073,0.118492718,0.13564055,0.324072314,8.8816529,8.915625088,8.913165461,9.976348016,1.934397838,0.808206511,-0.325644534,6.517523514,1.48608259,0.176822968,-0.498259136,2.250924147, fire
image21part13,129.2588443,58.23755896,20.08178066,69.19272799,40.8437988,21.88236113,9.315156707,52.8320136,0.315984558,0.375743103,0.463861092,0.763548644,9.689897678,9.676412321,9.652488903,10.56000706,0.888247498,9.068574817,50.33826082,0.46695665,0.749110422,2.151933447,5.005872588,1.009666913, fire
image21part3,72.60784198,34.45725236,18.37724057,41.81411164,21.72325231,11.09758656,6.331573393,26.99882141,0.299186034,0.322068238,0.344533412,0.645686835,9.696604882,9.693254147,9.690691975,10.64761409,8.950255099,45.87150977,140.3541246,2.911991775,1.637611916,3.855554564,7.666103317,1.320927758, fire
image20part3,106.7041486,56.11430341,11.17752322,57.99865841,47.07757804,28.76905695,11.70292769,50.82292717,0.44119726,0.512686698,1.047005446,0.876277634,9.599092307,9.567231763,9.241291696,10.4070029,0.474010007,2.613134518,14.34006409,1.215346435,1.002179739,1.217526735,2.713223463,1.144469033, fire
image5part9,59.06568739,44.69613308,43.97117784,49.24433277,34.68349183,5.923133223,6.123305455,21.75985809,0.587202035,0.132520037,0.139257253,0.441875377,11.77445684,11.8925471,11.89149318,12.93395272,7.531039477,0.013493116,-0.698183392,27.38265152,2.728523969,0.298272687,-0.044789837,4.819597749, fire
image5part11,71.6014133,27.79355197,20.64194743,40.01230424,76.89261931,26.6202369,12.55281726,52.6024891,1.073898067,0.95778463,0.608121753,1.314657831,11.3754298,11.55311715,11.72230418,12.4259026,0.08767114,4.242353101,3.607386653,6.345187998,1.17528431,2.089446498,1.444086294,2.574545815, fire
image14part12,88.95796549,57.59769,33.50675724,60.02080424,16.32242363,5.633004608,4.131557727,24.90948612,0.183484678,0.097799141,0.12330521,0.415014201,10.63564834,10.64688658,10.64428105,11.66672913,3.888311262,17.62097028,38.45556745,0.346944471,1.521304676,2.530342961,3.275905926,0.742246791, fire
image8part12,225.0992299,140.3667217,52.0369637,139.1676384,37.75873047,58.00366158,36.99495339,83.93688851,0.167742602,0.413229438,0.710936049,0.603135107,9.79267165,9.719427891,9.542484323,10.69594198,0.497920213,-1.031343475,0.453347898,-1.419947002,-1.316008101,0.160257173,0.797349636,-0.002387111, fire
image6part18,32.30419277,11.44428916,3.260048193,15.66951004,39.16220389,16.9907829,9.737605109,28.08170089,1.212294768,1.48465166,2.986951276,1.792123737,10.21192324,10.080628,9.152123461,10.89327641,13.13099717,25.86136591,82.14888416,27.64767585,3.508240094,4.512859117,7.632106944,4.694260736, fire
image8part13,210.8173267,130.6856436,52.52381738,131.3422626,50.22491566,64.34659846,44.77434357,84.05718887,0.238239031,0.492376949,0.85245791,0.639985845,9.77511221,9.678853461,9.418720702,10.66495897,0.820392006,-0.991005481,0.109353345,-1.367005294,-1.273043039,0.185412878,0.851485474,0.053952928, fire
image19part10,201.4226727,149.2220721,80.13988989,143.5948782,44.48912292,58.43175809,48.7629062,71.118746,0.220874454,0.391575839,0.608472338,0.495273556,9.876867587,9.825860913,9.734698407,10.86831548,-1.04483605,-1.106745712,1.738217769,-1.232302798,-0.420790264,0.360540206,1.328839854,0.069837835, fire
image5part10,73.35211182,32.62428114,27.95433892,44.64357729,60.63299056,14.93138704,8.684266658,41.72088391,0.82660184,0.45767712,0.310658989,0.934532724,11.61043572,11.80998485,11.85381109,12.7106083,1.626739011,4.251871984,3.677894212,10.29158001,1.520691555,1.749706532,0.960275912,3.06395057, fire
image4part8,102.1572963,31.0822963,5.217333333,46.15230864,54.62764256,25.80766405,8.667272816,54.05143412,0.534740489,0.830301076,1.661245748,1.17115342,10.7584275,10.56175088,9.912324394,11.3656402,-0.3379832,2.90095269,21.44988501,1.764913494,0.731274474,1.264932593,3.421273496,1.496335226, fire
image5part8,61.0931193,27.09899224,14.93988715,34.3773329,87.40173435,42.24691161,15.899991,60.05884949,1.430631393,1.558984601,1.064264465,1.747047965,10.99440891,11.04747942,11.45808063,12.01674929,0.093723569,3.692209431,4.845177763,5.316468234,1.303973059,2.107194725,2.112717743,2.474003912, fire
image20part2,208.5376471,122.0432198,33.64557276,121.4088132,33.71959276,36.20345829,23.62514961,78.10264946,0.16169547,0.296644569,0.702177067,0.643302965,9.676296066,9.648133755,9.467428708,10.55325092,-1.138523491,0.521751299,4.893235264,-1.261290087,-0.268018836,0.957595933,1.706454006,0.137027655, fire
image21part2,119.3379127,54.7646816,20.95212264,65.01823899,47.92339998,23.48966785,9.459493845,51.43113127,0.401577327,0.428920011,0.451481409,0.791026211,9.663246596,9.660149087,9.670928597,10.56009018,-0.335772913,7.734540051,78.64920498,1.356847129,0.883322966,2.09482026,7.17254736,1.346459913, fire
image21part12,179.3316038,77.33018868,19.75165094,92.13781447,20.16693168,10.51842202,4.380151642,67.325843,0.112456094,0.136019609,0.221761292,0.730708053,9.732168533,9.729971366,9.721507808,10.55641015,0.248359106,27.89438366,220.3238211,-1.309119299,-0.323818274,2.594525171,11.35411563,0.413977161, fire
image24part8,174.6857333,113.3928,55.59906667,114.5592,65.43662407,55.19811689,33.99797522,72.0590129,0.37459627,0.486786788,0.611484639,0.629011139,8.849330792,8.811955577,8.749224026,9.825302367,-1.591971935,0.394794497,4.001585628,-0.640884559,-0.048623005,1.016452018,1.50623964,0.700386682, fire
image12part14,231.7464255,86.90557447,16.03531915,111.5624397,36.25451517,22.24006876,4.17792927,93.10218013,0.15644045,0.255910727,0.260545439,0.834529797,10.05051177,10.03222535,10.0319663,10.79507398,4.766116744,2.547571612,7.936171398,-1.34428273,-2.173185818,0.648992236,1.233083034,0.489555879, fire
image25part8,222.0399764,113.9068396,19.09775943,118.3481918,41.43390031,42.78073126,17.58344981,90.32994502,0.186605588,0.375576492,0.920707472,0.76325581,9.718712016,9.658680432,9.334340011,10.49426726,1.908521289,0.553249611,2.13169618,-1.405863526,-1.605075988,-0.087460717,1.440244439,0.199685786, fire
image1part2,17.05951389,1.942586806,2.158732639,7.053611111,21.58602862,6.496429488,3.706520408,14.96773214,1.265336677,3.3442158,1.716989099,2.121995657,10.52535069,9.256650324,10.34263745,11.01602708,23.55919282,106.4114035,182.2294467,49.62224312,4.189967748,8.677054666,10.69467203,5.860556117, fire
image12part10,243.1052766,102.6617447,12.906,119.5576738,29.14335919,31.85364284,4.929482965,98.00059838,0.119879583,0.31027763,0.38195281,0.819693085,10.05635942,10.01810244,10.00354856,10.78480651,9.478273644,2.262174316,43.11943433,-1.489664577,-3.094898901,0.955877804,3.88991451,0.311032193, fire
image1part6,64.77095486,16.09626736,7.519149306,29.46212384,56.20564196,43.94773237,11.43026933,48.74416965,0.867759972,2.730305815,1.52015459,1.654468969,10.66236257,9.471032055,10.38156773,11.1691221,3.899571482,19.88834869,34.52956428,9.517965037,1.997939464,4.449818048,5.179865684,2.935235824, fire
image21part16,235.7774175,139.7001179,32.8865566,136.121364,20.18817249,41.28806905,22.72421011,87.99662609,0.08562386,0.295547847,0.690987822,0.646457128,9.734892646,9.69458203,9.495672282,10.58879337,-1.414385164,-1.815622068,-0.288030706,-1.499579705,-0.449185376,0.093598347,0.578163656,-0.058975118, fire
image15part4,201.5276042,127.8602604,69.52251736,132.9701273,32.35962261,40.50464099,36.80136263,65.30428518,0.160571663,0.31678835,0.529344506,0.491119972,10.94830396,10.91414313,10.84572877,11.93360579,-0.867428457,0.713101215,6.262660553,-1.130429214,0.057402853,1.021736963,2.154913446,0.21108019, fire
image14part4,64.75439635,44.58199806,26.88984876,45.40874772,19.418172,6.687046475,4.551061113,19.66707406,0.299874188,0.14999432,0.169248297,0.433112011,10.61705904,10.64153065,10.63878146,11.66870717,24.71664995,35.38842511,72.5657835,13.99601443,4.362226318,4.073423249,5.2054736,2.417008363, fire
image20part6,170.8626625,92.45634675,28.07393189,97.13098039,38.68267777,20.85136062,10.735479,63.96214612,0.226396319,0.225526547,0.382400265,0.658514368,9.663118905,9.664112008,9.613621181,10.56133249,-0.785448904,-0.100483945,1.121301249,-0.88218178,-0.202457652,0.246250559,0.531527309,0.463147229, fire
image19part14,143.4828328,85.81136136,36.79049049,88.69489489,59.18553525,42.25053857,25.50547547,62.29677621,0.412492102,0.492365322,0.693262719,0.702371611,9.804013037,9.76027237,9.641315265,10.73897111,-0.848264497,-0.214246262,1.255700567,-0.677473761,-0.426998247,-0.068586078,0.801440479,0.555927586, fire
image5part14,92.72973633,35.59460449,25.69870334,51.34101472,76.08870457,20.68044359,10.50204205,54.60759545,0.820542661,0.580999393,0.408660387,1.063625169,11.58939,11.75355984,11.81964751,12.60854702,-0.493041262,1.162653947,1.560961192,5.113035575,0.938514472,1.352616512,0.948347713,2.388444346, fire
image8part17,207.9215622,133.8137514,54.57838284,132.1045655,56.79463426,71.94712311,51.31621232,87.17189904,0.273154134,0.537666139,0.940229623,0.65987045,9.76519241,9.649139036,9.355764101,10.64766992,-0.271003156,-1.166235689,0.843741733,-1.412842301,-1.044821879,0.082819646,1.118491114,0.054444815, fire
image14part16,72.30195735,54.92823838,34.86255947,54.0309184,16.70929616,7.66594506,5.901828122,18.92846973,0.23110434,0.139562915,0.169288435,0.350326633,10.63091924,10.64368844,10.63919929,11.69435987,44.1985264,101.6635655,106.1537784,14.81096025,5.589495082,8.116488306,7.336976521,2.150718822, fire
image8part16,241.5408691,181.9913641,74.14543454,165.8925559,22.46380861,56.35212824,45.39138044,81.93480267,0.093002102,0.309641771,0.612193869,0.493902829,9.803224388,9.754119244,9.606046994,10.75827253,11.00176104,-0.540085502,-0.385929359,-1.267929657,-3.001729323,-0.596603858,0.527575524,-0.439872999, fire
image5part15,44.72596571,18.84342448,15.91200765,26.49379928,66.82666656,22.6207443,11.27374077,43.23391072,1.4941358,1.200458246,0.708505238,1.631850165,11.0130027,11.37519552,11.6819925,12.21960029,2.546443092,7.888129578,4.456725387,12.51146946,1.869563179,2.505999959,1.733933136,3.392034714, fire
image20part7,175.5357895,99.08848297,32.86513932,102.4964706,33.61913875,24.20881113,13.5972003,63.49823005,0.191522987,0.244315085,0.413727146,0.619516259,9.671841085,9.663398976,9.614146795,10.58689766,-0.583022242,7.471036807,9.44667049,-0.830448534,0.637529888,2.2647585,2.14351564,0.412440785, fire
image21part7,165.6086085,72.91597877,22.28909198,86.93789308,36.67647145,17.38950506,6.646860436,63.91896491,0.221464764,0.238486891,0.29821136,0.735225604,9.713223752,9.711492969,9.707582605,10.56716671,-0.702615474,7.570406878,109.4510513,-0.83677392,-0.207277764,1.340818395,8.28605221,0.650187658, fire
image14part5,112.1634518,72.46150387,46.99926629,77.20807397,11.3911223,3.279924152,2.744588843,27.71899928,0.101558236,0.045264368,0.058396419,0.359016847,10.64662924,10.65035873,10.64967839,11.68675222,12.48248626,0.904119867,1.373708136,-0.639754783,2.897638724,0.076103177,0.132119019,0.502343372, fire
image21part17,175.4326061,73.67358491,18.29740566,89.13453223,25.54126906,12.18596801,3.565458353,67.12640734,0.145590205,0.165404847,0.194861415,0.753090925,9.72800769,9.725190658,9.723366136,10.54213455,-1.200264351,0.204309647,155.3862896,-1.164247045,0.117125933,0.554334006,7.923201576,0.491686514, fire
image1part7,93.93479167,23.63590278,11.67993056,43.08354167,73.84262957,44.1822964,21.33917449,62.74396837,0.786105215,1.869287449,1.82699498,1.456332649,10.65732265,9.923855706,10.074472,11.23039502,-0.403697086,12.03239124,33.8821375,3.080683959,0.844515925,3.309103292,4.826448557,1.94398087, fire
image12part11,156.9608936,55.89468085,11.4012766,74.75228369,70.03883332,25.65525315,3.645749269,74.61933732,0.446218365,0.458992748,0.319766759,0.998221508,9.962031999,9.970510381,10.01528305,10.71431611,-1.559788629,1.843502224,20.14371007,0.355356234,0.128196628,1.32371629,1.747280779,1.228414091, fire
image12part13,224.1274043,74.70978723,16.38497872,105.0740567,23.93908098,13.00759312,2.941964154,88.90514272,0.106810147,0.174108288,0.179552516,0.846118875,10.05891863,10.05072244,10.04993376,10.79391819,-0.327466065,11.98267838,47.67147773,-1.339395022,-0.489486177,2.017660719,3.066085592,0.543885617, fire
image14part7,186.3003716,89.70985302,42.76005302,106.2567592,44.2049752,35.40639279,13.16193919,68.54084138,0.237277977,0.394676745,0.307809235,0.645049236,10.62142382,10.58621553,10.60112527,11.54898472,-0.504092424,5.361027384,3.069432828,-0.84895459,-0.44899376,2.185081923,0.59544398,0.710016922, fire
image15part7,236.3697396,156.1047917,86.66380208,159.7127778,22.71677697,36.11103764,33.57081459,68.73261912,0.096106959,0.23132562,0.387368357,0.43035141,10.95627356,10.93394516,10.88755185,11.95980907,5.299508907,0.448800917,1.246897304,-1.294975507,-2.085132918,0.171684168,0.821785287,-0.068855383, fire
image8part14,113.2377888,56.89460946,19.28091309,63.13777044,72.09647424,52.82211262,33.23378731,67.24327632,0.63668211,0.928420339,1.723662523,1.065024562,9.618491124,9.452648198,8.685219182,10.37507235,-0.835435975,1.627068073,4.606303262,1.009340235,0.801593754,1.552874822,2.17897791,1.352917842, fire
image14part14,154.8005491,89.77217107,49.43584767,98.00285595,40.31934435,27.76405154,8.591429681,52.03454354,0.260459957,0.309272364,0.173789468,0.530949257,10.6203409,10.61336579,10.63531,11.62049727,0.529304016,9.363930415,10.46483357,0.776702988,1.328232982,3.109023686,0.590372049,1.110325737, fire
image14part15,116.1184587,71.80828856,40.65193723,76.19289484,41.322738,21.2040766,8.474844874,41.25303879,0.35586709,0.295287313,0.208473334,0.541428947,10.59685432,10.61649637,10.63045522,11.62391632,3.244275338,11.41083238,12.23362948,4.210154067,1.872168546,3.248496922,1.988972037,1.775294523, fire
image5part16,61.65344238,22.85793728,13.82651096,32.77929688,86.57624287,36.46590845,16.0332165,58.80371329,1.40424021,1.595328047,1.159599594,1.793928452,10.99239354,10.96409728,11.37493059,11.94731086,-0.055190088,3.105557241,3.476635629,5.474578599,1.228274764,1.973079986,1.945489355,2.478857839, fire
image14part6,158.7390121,76.27639582,44.76909422,93.26150071,34.42180134,7.235376435,4.292326604,52.22689894,0.216845254,0.094857346,0.095877004,0.560004917,10.62802167,10.64699271,10.64694375,11.60532146,-0.452598769,7.72924327,20.88356718,-0.2170563,0.349760979,1.125603771,1.866422836,0.945381541, fire
image21part14,158.7946934,85.69416274,33.01485849,92.50123821,84.8920024,56.85481584,30.05815144,80.25460002,0.534602263,0.663461944,0.91044314,0.867605684,9.549483771,9.47792189,9.409497509,10.44629379,-1.017496669,-0.495643089,8.281461789,-0.886930966,-0.617539439,0.266630917,2.444862976,0.660433182, fire
image1part4,41.16232639,12.53805556,7.228836806,20.30973958,62.27486622,36.83904287,17.44867309,45.48285282,1.512909296,2.938178309,2.413759442,2.239460168,10.11076714,9.222900858,9.743411669,10.72766274,3.872867872,21.54025913,23.26454992,12.29687339,2.107701853,4.469246952,4.568680326,3.408527772, fire
image12part12,116.2669362,43.69561702,12.03259574,57.33171631,75.3837486,21.66064747,3.978008866,62.92596556,0.648367894,0.495716709,0.330602719,1.097576867,9.865902489,9.962069194,10.00710622,10.69910063,-1.119411906,4.237829755,0.385239157,2.700299827,0.706885061,1.877157786,0.093961691,1.892316901, fire
image12part4,103.9899149,35.24451064,7.827531915,49.02065248,62.69600639,19.92709162,3.35997712,55.52009462,0.60290468,0.565395611,0.429251156,1.132585794,9.90134976,9.948584746,9.974479548,10.6601052,-0.216597945,17.69578474,13.3492705,3.506415736,1.048855312,3.456735296,1.704690671,1.967001881, fire
image4part12,155.1196111,57.56127778,6.098611111,72.9265,55.18346747,33.08206945,11.01173608,72.38476137,0.355747846,0.574727851,1.80561375,0.992571443,10.83044245,10.74043696,9.877233473,11.47509269,-0.817385252,3.603669273,45.68636154,-0.314683996,0.05948449,1.389417619,4.976106124,0.875615601, fire
image13part4,45.37932852,17.79496444,2.00974714,21.72801337,60.61681493,27.98079501,2.830855031,42.540179,1.335780341,1.572399602,1.408562786,1.957849449,12.57157321,12.40061649,12.65635758,13.2413418,3.737779828,6.529189254,1717.581365,12.41230928,2.018327913,2.522957418,25.93236629,3.298994934, fire
image9part11,88.28621749,25.69871572,9.639991258,41.20830816,77.04840878,42.37476,9.791608008,61.32261357,0.87271163,1.648905745,1.015727893,1.488112866,10.87500981,10.28788863,10.74400545,11.50865764,-0.362336148,6.642650424,18.02227573,3.464067657,0.856563573,2.46430412,1.928111599,2.01798959, fire
image7part6,253.3811282,160.2217318,0.858662351,138.1538408,4.801572463,61.27391605,1.601428253,110.1429345,0.01895,0.382431992,1.865026749,0.797248443,13.26780673,13.1845582,12.15804424,13.91437619,139.6076502,-0.71010737,110.9158287,-1.705752969,-10.65573378,-0.261398393,6.129204372,-0.212834971, fire
image13part16,51.5615742,20.44992721,3.354248489,25.12191663,58.53028846,32.83627826,14.88925342,44.42379264,1.135153248,1.605691694,4.438923791,1.768328161,12.81087166,12.51245018,11.76012962,13.4352612,4.409647429,14.45020864,190.1195748,11.98784674,2.292931116,3.430356917,13.33150599,3.328518239, fire
image23part18,130.3362745,76.18856209,36.85784314,81.12755991,92.17688128,81.01505589,54.2504455,86.42689912,0.707223539,1.063349323,1.471883347,1.065321072,7.751159476,7.433484283,7.121048391,8.540156966,-1.725911568,-0.745450582,2.558730773,-0.815780186,0.117635453,0.77432019,1.781374327,0.819301273, fire
image19part6,161.6817818,111.1094094,55.72037037,109.5038539,57.65419191,50.8886303,29.46930565,64.29068253,0.356590528,0.458004687,0.528878495,0.587108858,9.839348699,9.804506362,9.769781484,10.83226599,-1.425549183,-0.345233721,0.158285704,-0.431909851,0.323766027,0.869771379,0.878730947,0.725430368, fire
image23part19,49.20228758,17.65163399,7.22875817,24.69422658,52.80651507,40.69842316,22.83598717,44.42843588,1.07325325,2.305646219,3.15904705,1.799142635,7.638550058,6.878103821,6.199247364,8.157550786,5.291548625,16.81138459,22.72843394,10.78926156,2.426827872,4.076455053,4.675999872,3.191260852, fire
image20part11,125.9956037,64.42910217,15.90006192,68.7749226,22.86634025,12.00693381,6.555061854,47.6054906,0.181485223,0.186358857,0.412266436,0.692192573,9.673066995,9.671933296,9.585899767,10.52814911,-0.538198498,-0.978052478,-0.450818586,-1.020300173,0.073873803,-0.148776923,-0.520582505,0.373802199, fire
image2part14,52.65023962,24.14925741,15.89253618,30.8973444,72.7576887,45.91147813,22.7969824,53.74357913,1.381906127,1.901154861,1.434445839,1.739423894,10.86835306,10.60769231,11.00555044,11.79801349,1.751783358,9.618854493,23.30709143,7.451102934,1.788853987,3.158625905,4.280100064,2.858899722, fire
image7part7,241.5641058,133.5900555,3.843561761,126.3325743,28.75457075,84.93704574,7.177199869,110.1925199,0.119034948,0.635803657,1.867330439,0.872241546,13.25967088,13.03783333,12.12399743,13.87114402,10.80962342,-1.539492492,9.110139118,-1.810251358,-3.171586126,0.102206349,2.874584749,0.02614601, fire
image6part7,133.5279518,38.54980723,1.167542169,57.74843373,39.38580216,13.39608111,2.192957399,60.6850486,0.294962977,0.347500599,1.878268261,1.050851853,10.58842805,10.57111328,10.05635374,11.14977179,-1.153078545,0.980615387,2736.473544,-0.522372069,-0.053367771,0.195232847,44.0423127,0.874234221, fire
image9part10,252.5289187,149.7741782,2.906655354,135.0699174,6.640729847,36.32915517,10.61761327,104.811896,0.026296908,0.242559536,3.65286282,0.775982528,11.26134918,11.23220653,10.0368566,11.93978705,130.2550923,1.537363003,335.782436,-1.577244624,-8.880839995,0.628776346,16.73315116,-0.176061059, fire
image13part5,95.30572226,34.53471197,2.017252996,43.95256241,21.90505888,9.816644785,5.168470118,41.17978594,0.229839913,0.284254428,2.562132825,0.936914339,13.23666245,13.22813132,12.28308228,13.86932515,19.8524681,97.54916556,743.5116566,0.711817788,3.751076265,6.914964237,23.27412309,0.849018382, fire
image12part5,238.9779149,93.25617021,9.89893617,114.0443404,19.51842941,32.41157782,3.272964519,97.1751049,0.081674616,0.347554245,0.330638006,0.852081783,10.06133734,10.00744328,10.0123179,10.75267528,-0.794037421,-0.274678811,0.721476085,-1.510135678,-0.815557764,0.805194442,0.840848226,0.329382189, fire
image18part13,112.1305147,54.17258403,44.71481092,70.33930322,32.66561445,17.71806052,14.70639728,37.69055111,0.291317796,0.327066926,0.328893201,0.535839131,9.814454676,9.809484933,9.799959339,10.82396049,2.655473438,24.01257295,17.61246569,2.205881684,1.222493169,3.311663788,1.705396894,1.371626419, fire
image4part11,159.4259444,62.05955556,5.154611111,75.5467037,66.71748533,37.64039853,9.22188435,77.72975083,0.418485746,0.606520594,1.789055304,1.028896656,10.80445125,10.71841824,9.864223392,11.44769098,-1.373013871,0.740164574,23.71727607,-0.222225276,0.017625043,0.94131314,3.833607202,0.952618088, fire
image13part7,145.768762,64.17914035,2.110662505,70.68618829,50.07480463,23.91712435,5.234270654,67.05532485,0.343522192,0.372661962,2.479918339,0.948634047,13.20167312,13.1932859,12.32415543,13.855669,-0.548981893,1.689713155,1214.390314,-0.004456482,0.682717777,1.052429681,29.71828142,0.832366485, fire
image12part7,154.9188085,58.60404255,9.604808511,74.37588652,80.94627509,40.27637427,3.882611846,79.83475922,0.522507731,0.68726273,0.404236258,1.073395733,9.92068361,9.857917376,9.985658974,10.64685354,-1.70126267,0.860080152,4.505835153,0.205352739,0.072498203,1.270915205,1.24122044,1.226293447, fire
